ECC6 ECP Production                                                    Foreign Currency Valuation                                                    Time 08:47:35     Date  02.08.2017
Brisbane                                                                                                                                     FAGL_FC_VALUATION/JGRABKA Page           1
Key Date 31.07.17
Valuation in Company code currency (10)
Method Z001 Rio Tinto Foreign Currency Revaluation
Ledger Group 0L


		Ld	CoCd	AccTy	G/L	Account Nu	DocumentNo	Itm	    Amount in FC	Crcy	  Amount CC.Curr	CC.Curr	Exch. Rat	S	 Exch.rate	Typ	  Old Difference	  New Difference	   Amount Posted
			8800	S	344020		1200014890	  1	-413,553.69	USD	-355,676.85	EUR	  0.85100		 0.86005	ZU	           0.00	       3,743.22	       3,743.22
			8800	S	344020		1200014890	  2	     413,553.69	USD	     355,676.85	EUR	  0.85100		 0.86005	ZU	           0.00	-3,743.22	-3,743.22
			8800	S	344020		1200014891	  2	     413,553.69	USD	     355,676.85	EUR	  0.85100		 0.86005	ZU	           0.00	-3,743.22	-3,743.22
			8800	S	344020		1200014891	  3	-413,553.69	USD	-355,676.85	EUR	  0.85100		 0.86005	ZU	           0.00	       3,743.22	       3,743.22
			8800	S	344020		1200014918	  1	-413,553.69	USD	-355,676.85	EUR	  0.85100		 0.86005	ZU	           0.00	       3,743.22	       3,743.22
			8800	S	344020		1200014716	  1	-12,166.18	USD	-10,653.32	EUR	  0.85100		 0.87565	ZU	           0.00	         299.92	         299.92
			8800	S	344020		1200014801	  1	-4,672,705.20	USD	-4,055,674.48	EUR	  0.85100		 0.86795	ZU	           0.00	      79,208.68	      79,208.68
			8800	S	344020		1200014891	  4	     413,553.69	USD	     355,676.85	EUR	  0.85100		 0.86005	ZU	           0.00	-3,743.22	-3,743.22
			8800	S	344020		1200014804	  4	      13,061.23	CHF	      11,874.41	EUR	  0.87840		 0.90913	ZU	           0.00	-401.42	-401.42
			8800	S	344020		1200014888	  1	-141,148.49	CHF	-126,663.98	EUR	  0.87840		 0.89738	ZU	           0.00	       2,679.03	       2,679.03
	*				344020				           0.00	CHF	           0.00	EUR					           0.00	           0.00	           0.00
									           0.00	USD
			8800	S	344101		1200014754	  1	-201,784.98	USD	-177,157.12	EUR	  0.85100		 0.87795	ZU	           0.00	       5,438.38	       5,438.38
			8800	S	344101		1200014754	  2	     201,784.98	USD	     177,157.12	EUR	  0.85100		 0.87795	ZU	           0.00	-5,438.38	-5,438.38
	*				344101				           0.00	USD	           0.00	EUR					           0.00	           0.00	           0.00
			8800	S	360010		100000861	  2	-4,840,597.39	CAD	-3,194,923.80	EUR	  0.68442		 0.66003	SA	           0.00	-118,056.87	-118,056.87
			8800	S	360010		1200003567	  4	      54,641.16	CAD	      36,721.86	EUR	  0.68442		 0.67205	ZU	           0.00	         675.41	         675.41
			8800	S	360010		1200003705	  1	-1,132.21	CAD	-755.76	EUR	  0.68442		 0.66751	ZU	           0.00	-19.14	-19.14
			8800	S	360010		1200004066	  4	      52,892.96	CAD	      37,241.37	EUR	  0.68442		 0.70409	ZU	           0.00	-1,040.60	-1,040.60
			8800	S	360010		1200004297	  1	-1,308.54	CAD	-905.79	EUR	  0.68442		 0.69221	ZU	           0.00	          10.20	          10.20
			8800	S	360010		1200003404	  4	   3,902,269.74	CAD	   2,604,813.83	EUR	  0.68442		 0.66751	ZU	           0.00	      65,960.70	      65,960.70
			8800	S	360010		1200003437	  1	-3,902,269.74	CAD	-2,604,813.83	EUR	  0.68442		 0.66751	ZU	           0.00	-65,960.70	-65,960.70
			8800	S	360010		1200003625	  4	      13,946.03	CAD	       9,599.85	EUR	  0.68442		 0.68836	ZU	           0.00	-54.97	-54.97
			8800	S	360010		1200003647	  1	-13,946.03	CAD	-9,599.85	EUR	  0.68442		 0.68836	ZU	           0.00	          54.97	          54.97
			8800	S	360010		1200003965	  2	       4,410.00	CAD	       3,098.17	EUR	  0.68442		 0.70253	ZU	           0.00	-79.90	-79.90
			8800	S	360010		1200003966	  1	-4,410.00	CAD	-3,098.17	EUR	  0.68442		 0.70253	ZU	           0.00	          79.90	          79.90
			8800	S	360010		100000867	 26	-104,256,577.07	USD	-92,579,840.44	EUR	  0.85100		 0.88800	SA	           0.00	   3,857,634.42	   3,857,634.42
			8800	S	360010		1200003395	  7	  45,156,322.47	USD	  40,387,814.82	EUR	  0.85100		 0.89440	ZU	           0.00	-1,959,845.50	-1,959,845.50
			8800	S	360010		1200003407	  4	  36,058,382.96	USD	  32,250,617.72	EUR	  0.85100		 0.89440	ZU	           0.00	-1,564,982.61	-1,564,982.61
			8800	S	360010		1200003419	  5	-5,550,241.95	USD	-4,964,136.40	EUR	  0.85100		 0.89440	ZU	           0.00	     240,888.01	     240,888.01
			8800	S	360010		1200003440	  4	   4,426,583.78	USD	   3,959,136.53	EUR	  0.85100		 0.89440	ZU	           0.00	-192,119.72	-192,119.72
			8800	S	360010		1200003442	  5	-113,209.87	USD	-101,254.91	EUR	  0.85100		 0.89440	ZU	           0.00	       4,913.46	       4,913.46
			8800	S	360010		1200003449	  3	-3,146.99	USD	-2,810.58	EUR	  0.85100		 0.89310	ZU	           0.00	         132.50	         132.50
			8800	S	360010		1200003460	  5	-82,140.05	USD	-73,424.99	EUR	  0.85100		 0.89390	ZU	           0.00	       3,523.92	       3,523.92
			8800	S	360010		1200003462	  4	      10,346.60	USD	       9,254.00	EUR	  0.85100		 0.89440	ZU	           0.00	-449.06	-449.06
			8800	S	360010		1200003466	  5	-50,251.27	USD	-44,623.13	EUR	  0.85100		 0.88800	ZU	           0.00	       1,859.37	       1,859.37
			8800	S	360010		1200003472	  5	-2,332,834.93	USD	-2,074,823.39	EUR	  0.85100		 0.88940	ZU	           0.00	      89,584.02	      89,584.02
			8800	S	360010		1200003472	  9	-16,900.59	USD	-14,980.68	EUR	  0.85100		 0.88640	ZU	           0.00	         598.30	         598.30
			8800	S	360010		1200003498	  4	     113,208.89	USD	      99,397.41	EUR	  0.85100		 0.87800	ZU	           0.00	-3,056.80	-3,056.80
			8800	S	360010		1200003505	  1	-357,640.99	USD	-312,506.70	EUR	  0.85100		 0.87380	ZU	           0.00	       8,154.70	       8,154.70
			8800	S	360010		1200003529	  4	     974,037.39	USD	     851,113.87	EUR	  0.85100		 0.87380	ZU	           0.00	-22,209.37	-22,209.37
			8800	S	360010		1200003533	  4	      37,284.62	USD	      32,706.07	EUR	  0.85100		 0.87720	ZU	           0.00	-976.91	-976.91
			8800	S	360010		1200003554	  4	     299,880.64	USD	     264,164.86	EUR	  0.85100		 0.88090	ZU	           0.00	-8,966.84	-8,966.84
			8800	S	360010		1200003586	  5	-621,999.38	USD	-548,230.25	EUR	  0.85100		 0.88140	ZU	           0.00	      18,909.62	      18,909.62
			8800	S	360010		1200003605	  3	-1,085,916.19	USD	-985,468.94	EUR	  0.85100		 0.90750	ZU	           0.00	      61,355.73	      61,355.73
			8800	S	360010		1200003626	  4	  20,259,373.69	USD	  18,302,318.19	EUR	  0.85100		 0.90340	ZU	           0.00	-1,061,618.59	-1,061,618.59
			8800	S	360010		1200003651	  3	-574,392.30	USD	-518,906.00	EUR	  0.85100		 0.90340	ZU	           0.00	      30,098.93	      30,098.93
			8800	S	360010		1200003655	  1	-586,300.40	USD	-534,823.22	EUR	  0.85100		 0.91220	ZU	           0.00	      35,882.37	      35,882.37
			8800	S	360010		1200003745	  1	-41,002,647.02	USD	-37,246,804.55	EUR	  0.85100		 0.90840	ZU	           0.00	   2,353,607.42	   2,353,607.42
			8800	S	360010		1200003843	  1	-864,415.53	USD	-789,730.03	EUR	  0.85100		 0.91360	ZU	           0.00	      54,113.58	      54,113.58
			8800	S	360010		1200003888	  1	-317,934.99	USD	-295,902.10	EUR	  0.85100		 0.93070	ZU	           0.00	      25,339.85	      25,339.85
			8800	S	360010		1200003925	  2	   3,230,411.32	USD	   3,000,406.03	EUR	  0.85100		 0.92880	ZU	           0.00	-251,330.37	-251,330.37
			8800	S	360010		1200003987	  2	   4,056,127.96	USD	   3,767,737.26	EUR	  0.85100		 0.92890	ZU	           0.00	-315,977.85	-315,977.85
			8800	S	360010		1200003988	  2	     259,670.84	USD	     241,208.24	EUR	  0.85100		 0.92890	ZU	           0.00	-20,228.71	-20,228.71
			8800	S	360010		1200004006	  2	         744.05	USD	         690.70	EUR	  0.85100		 0.92830	ZU	           0.00	-57.51	-57.51
			8800	S	360010		1200004026	  1	-2,352,971.40	USD	-2,197,439.99	EUR	  0.85100		 0.93390	ZU	           0.00	     195,064.51	     195,064.51
			8800	S	360010		1200004078	  2	   1,514,205.26	USD	   1,423,504.36	EUR	  0.85100		 0.94010	ZU	           0.00	-134,917.73	-134,917.73
			8800	S	360010		1200004110	  1	-1,501,780.91	USD	-1,397,557.31	EUR	  0.85100		 0.93060	ZU	           0.00	     119,543.79	     119,543.79
			8800	S	360010		1200004134	  1	-418,608.00	USD	-393,198.49	EUR	  0.85100		 0.93930	ZU	           0.00	      36,963.65	      36,963.65
			8800	S	360010		1200004159	  2	     291,263.62	USD	     274,748.97	EUR	  0.85100		 0.94330	ZU	           0.00	-26,884.02	-26,884.02
			8800	S	360010		1200004187	  1	-507,159.67	USD	-476,121.50	EUR	  0.85100		 0.93880	ZU	           0.00	      44,529.31	      44,529.31
			8800	S	360010		1200004221	  1	-783,264.49	USD	-735,328.70	EUR	  0.85100		 0.93880	ZU	           0.00	      68,771.68	      68,771.68
			8800	S	360010		1200004257	  2	         492.20	USD	         464.05	EUR	  0.85100		 0.94281	ZU	           0.00	-45.19	-45.19
			8800	S	360010		1200004258	  1	-8,000,000.00	USD	-7,514,400.00	EUR	  0.85100		 0.93930	ZU	           0.00	     706,410.82	     706,410.82
			8800	S	360010		1200004274	  1	-916,611.63	USD	-865,373.04	EUR	  0.85100		 0.94410	ZU	           0.00	      85,337.78	      85,337.78
			8800	S	360010		100000867	 25	-8,712,597.79	USD	-7,736,786.84	EUR	  0.85100		 0.88800	SA	           0.00	     322,377.91	     322,377.91
			8800	S	360010		100000921	  1	-13,170,821.74	USD	-12,577,263.77	EUR	  0.85100		 0.95493	SA	           0.00	   1,368,912.29	   1,368,912.29
			8800	S	360010		100012386	  1	      59,600.00	USD	      51,950.32	EUR	  0.85100		 0.87165	AB	           0.00	-1,230.80	-1,230.80
			8800	S	360010		100012387	  1	      15,241.53	USD	      13,285.27	EUR	  0.85100		 0.87165	AB	           0.00	-314.75	-314.75
			8800	S	360010		100012388	  1	     167,980.50	USD	     146,420.14	EUR	  0.85100		 0.87165	AB	           0.00	-3,468.96	-3,468.96
			8800	S	360010		100012389	  1	     159,440.63	USD	     138,976.36	EUR	  0.85100		 0.87165	AB	           0.00	-3,292.60	-3,292.60
			8800	S	360010		100012390	  1	     475,856.97	USD	     414,780.54	EUR	  0.85100		 0.87165	AB	           0.00	-9,826.90	-9,826.90
			8800	S	360010		1200003395	  5	   3,876,145.98	USD	   3,466,824.96	EUR	  0.85100		 0.89440	ZU	           0.00	-168,229.98	-168,229.98
			8800	S	360010		1200003395	  8	-45,156,322.47	USD	-40,387,814.82	EUR	  0.85100		 0.89440	ZU	           0.00	   1,959,845.50	   1,959,845.50
			8800	S	360010		1200003397	  1	   3,631,342.24	USD	   3,243,151.75	EUR	  0.85100		 0.89310	ZU	           0.00	-152,884.42	-152,884.42
			8800	S	360010		1200003412	  4	       9,198.28	USD	       8,226.94	EUR	  0.85100		 0.89440	ZU	           0.00	-399.22	-399.22
			8800	S	360010		1200003440	  6	     539,997.00	USD	     482,973.32	EUR	  0.85100		 0.89440	ZU	           0.00	-23,436.60	-23,436.60
			8800	S	360010		1200003440	  8	     344,866.79	USD	     308,448.86	EUR	  0.85100		 0.89440	ZU	           0.00	-14,967.69	-14,967.69
			8800	S	360010		1200003590	  4	   3,892,553.00	USD	   3,494,734.08	EUR	  0.85100		 0.89780	ZU	           0.00	-182,176.74	-182,176.74
			8800	S	360010		1200003620	  4	     225,656.60	USD	     204,444.88	EUR	  0.85100		 0.90600	ZU	           0.00	-12,411.42	-12,411.42
			8800	S	360010		1200003628	  1	-14,582.52	USD	-13,173.85	EUR	  0.85100		 0.90340	ZU	           0.00	         764.15	         764.15
			8800	S	360010		1200003747	  1	-33,239,916.70	USD	-30,195,140.33	EUR	  0.85100		 0.90840	ZU	           0.00	   1,908,016.19	   1,908,016.19
			8800	S	360010		1200003792	  1	  82,608,285.78	USD	  74,942,236.86	EUR	  0.85100		 0.90720	ZU	           0.00	-4,642,697.44	-4,642,697.44
			8800	S	360010		1200003809	  2	     330,892.97	USD	     302,303.82	EUR	  0.85100		 0.91360	ZU	           0.00	-20,714.35	-20,714.35
			8800	S	360010		1200003839	  2	   3,957,182.95	USD	   3,644,169.78	EUR	  0.85100		 0.92090	ZU	           0.00	-276,612.44	-276,612.44
			8800	S	360010		100000860	  6	-51.24	USD	-45.50	EUR	  0.85100		 0.88798	SA	           0.00	           1.89	           1.89
			8800	S	360010		100000867	 23	-517,427,763.88	USD	-459,475,854.33	EUR	  0.85100		 0.88800	SA	           0.00	  19,145,527.39	  19,145,527.39
			8800	S	360010		1200003417	  1	          44.11	USD	          39.45	EUR	  0.85100		 0.89436	ZU	           0.00	-1.91	-1.91
			8800	S	360010		1200003442	  1	-12,174.83	USD	-10,873.34	EUR	  0.85100		 0.89310	ZU	           0.00	         512.58	         512.58
			8800	S	360010		1200003460	  1	     245,248.68	USD	     217,780.83	EUR	  0.85100		 0.88800	ZU	           0.00	-9,074.54	-9,074.54
			8800	S	360010		1200003466	  1	-89,788.26	USD	-79,857.68	EUR	  0.85100		 0.88940	ZU	           0.00	       3,447.99	       3,447.99
			8800	S	360010		1200003507	  1	-123,254.44	USD	-107,699.73	EUR	  0.85100		 0.87380	ZU	           0.00	       2,810.37	       2,810.37
			8800	S	360010		1200003561	  2	      20,008.90	USD	      17,963.99	EUR	  0.85100		 0.89780	ZU	           0.00	-936.44	-936.44
			8800	S	360010		1200003566	  1	-147,888.27	USD	-130,348.72	EUR	  0.85100		 0.88140	ZU	           0.00	       4,496.00	       4,496.00
			8800	S	360010		1200003584	  1	-11,242.51	USD	-9,909.15	EUR	  0.85100		 0.88140	ZU	           0.00	         341.79	         341.79
			8800	S	360010		1200003586	  1	     175,553.25	USD	     157,611.71	EUR	  0.85100		 0.89780	ZU	           0.00	-8,216.13	-8,216.13
			8800	S	360010		1200003628	  8	      73,724.81	USD	      66,602.99	EUR	  0.85100		 0.90340	ZU	           0.00	-3,863.28	-3,863.28
			8800	S	360010		1200003637	  2	-1,894,360.00	USD	-1,711,364.82	EUR	  0.85100		 0.90340	ZU	           0.00	      99,267.02	      99,267.02
			8800	S	360010		1200003853	  2	   4,618,602.00	USD	   4,289,757.54	EUR	  0.85100		 0.92880	ZU	           0.00	-359,333.49	-359,333.49
			8800	S	360010		1200003868	  1	-54,675.35	USD	-50,306.79	EUR	  0.85100		 0.92010	ZU	           0.00	       3,778.14	       3,778.14
			8800	S	360010		1200003891	  1	     222,953.98	USD	     207,503.27	EUR	  0.85100		 0.93070	ZU	           0.00	-17,769.73	-17,769.73
			8800	S	360010		1200004065	  1	-168,633.70	USD	-158,532.54	EUR	  0.85100		 0.94010	ZU	           0.00	      15,025.49	      15,025.49
			8800	S	360010		1200004161	  2	-37,736,541.00	USD	-35,596,879.13	EUR	  0.85100		 0.94330	ZU	           0.00	   3,483,133.80	   3,483,133.80
			8800	S	360010		1200004190	  1	     191,442.45	USD	     179,726.17	EUR	  0.85100		 0.93880	ZU	           0.00	-16,808.90	-16,808.90
			8800	S	360010		1200004205	  1	-1,220,038.91	USD	-1,149,398.66	EUR	  0.85100		 0.94210	ZU	           0.00	     111,147.20	     111,147.20
			8800	S	360010		1200004252	  1	-43,915.29	USD	-41,403.34	EUR	  0.85100		 0.94280	ZU	           0.00	       4,031.49	       4,031.49
			8800	S	360010		1200004271	  1	-20,047.99	USD	-18,927.31	EUR	  0.85100		 0.94410	ZU	           0.00	       1,866.50	       1,866.50
			8800	S	360010		100000862	  2	-76,988,653.29	CHF	-70,429,508.73	EUR	  0.87840		 0.91480	SA	           0.00	   2,802,613.83	   2,802,613.83
			8800	S	360010		1200003416	  2	          35.30	CHF	          32.39	EUR	  0.87840		 0.91756	ZU	           0.00	-1.38	-1.38
			8800	S	360010		1200003454	  2	      19,556.75	CHF	      17,922.68	EUR	  0.87840		 0.91644	ZU	           0.00	-744.02	-744.02
			8800	S	360010		1200003509	  1	-1,100.00	CHF	-1,010.17	EUR	  0.87840		 0.91834	ZU	           0.00	          43.93	          43.93
			8800	S	360010		1200003510	  1	-300,000.00	CHF	-275,501.84	EUR	  0.87840		 0.91834	ZU	           0.00	      11,981.60	      11,981.60
			8800	S	360010		1200003536	  2	     138,044.81	CHF	     127,591.92	EUR	  0.87840		 0.92428	ZU	           0.00	-6,333.25	-6,333.25
			8800	S	360010		1200003583	  2	      31,848.00	CHF	      29,450.13	EUR	  0.87840		 0.92471	ZU	           0.00	-1,474.82	-1,474.82
			8800	S	360010		1200003629	  4	     106,896.31	CHF	      98,090.53	EUR	  0.87840		 0.91762	ZU	           0.00	-4,192.73	-4,192.73
			8800	S	360010		1200003650	  2	      94,059.52	CHF	      86,527.93	EUR	  0.87840		 0.91993	ZU	           0.00	-3,905.97	-3,905.97
			8800	S	360010		1200003811	  1	-994.60	CHF	-915.63	EUR	  0.87840		 0.92060	ZU	           0.00	          41.97	          41.97
			8800	S	360010		1200003841	  1	-500.00	CHF	-463.46	EUR	  0.87840		 0.92692	ZU	           0.00	          24.26	          24.26
			8800	S	360010		1200003889	  2	      10,475.00	CHF	       9,686.12	EUR	  0.87840		 0.92469	ZU	           0.00	-484.87	-484.87
			8800	S	360010		1200003955	  1	-7,723.40	CHF	-7,165.80	EUR	  0.87840		 0.92780	ZU	           0.00	         381.56	         381.56
			8800	S	360010		1200004068	  4	      96,065.97	CHF	      88,549.48	EUR	  0.87840		 0.92176	ZU	           0.00	-4,165.05	-4,165.05
			8800	S	360010		1200004111	  1	-5,163.05	CHF	-4,737.93	EUR	  0.87840		 0.91766	ZU	           0.00	         202.70	         202.70
			8800	S	360010		1200004160	  2	     183,451.97	CHF	     169,540.75	EUR	  0.87840		 0.92417	ZU	           0.00	-8,396.39	-8,396.39
			8800	S	360010		1200004188	  2	      30,907.90	CHF	      28,545.34	EUR	  0.87840		 0.92356	ZU	           0.00	-1,395.82	-1,395.82
			8800	S	360010		1200004206	  1	-6,173.63	CHF	-5,687.64	EUR	  0.87840		 0.92128	ZU	           0.00	         264.72	         264.72
			8800	S	360010		100000860	  7	-2,430,135.90	USD	-2,157,960.68	EUR	  0.85100		 0.88800	SA	           0.00	      89,918.32	      89,918.32
			8800	S	360010		100000927	  1	   3,757,489.01	USD	   3,344,972.81	EUR	  0.85100		 0.89021	SA	           0.00	-147,354.75	-147,354.75
			8800	S	360010		100012204	  1	-596,000.00	USD	-543,671.20	EUR	  0.85100		 0.91220	SA	           0.00	      36,476.01	      36,476.01
			8800	S	360010		1200003477	  2	-840,000.00	USD	-744,576.00	EUR	  0.85100		 0.88640	ZU	           0.00	      29,737.14	      29,737.14
			8800	S	360010		1200003704	  1	-105.50	USD	-94.36	EUR	  0.85100		 0.89441	ZU	           0.00	           4.58	           4.58
			8800	S	360010		1200003934	  2	     109,000.00	USD	     101,555.30	EUR	  0.85100		 0.93170	ZU	           0.00	-8,796.45	-8,796.45
			8800	S	360010		1200004294	  1	-247.61	USD	-225.87	EUR	  0.85100		 0.91220	ZU	           0.00	          15.15	          15.15
			8800	S	360010		100000867	 24	-3,371,652.17	USD	-2,994,027.13	EUR	  0.85100		 0.88800	SA	           0.00	     124,755.70	     124,755.70
			8800	S	360010		100008942	  2	   3,371,652.17	USD	   2,994,027.12	EUR	  0.85100		 0.88800	SH	           0.00	-124,755.69	-124,755.69
			8800	S	360010		100008943	  2	-3,371,652.17	USD	-2,769,812.26	EUR	  0.85100		 0.82150	SH	           0.00	-99,459.17	-99,459.17
	*				360010				-4,735,504.02	CAD	-619,215,557.40	EUR					           0.00	  27,552,756.03	  27,552,756.03
									-76,598,966.44	CHF
									-612,383,058.99	USD
		0L	8800	S	364099	364099			           0.00	AED	           0.00	EUR					           0.00	           0.00	           0.00
		0L	8800	S	364099	364099			           0.00	CAD	           0.00	EUR					           0.00	           0.00	           0.00
		0L	8800	S	364099	364099			           0.00	CHF	           0.00	EUR					           0.00	           0.00	           0.00
		0L	8800	S	364099	364099			           0.00	GBP	           0.00	EUR					           0.00	           0.00	           0.00
		0L	8800	S	364099	364099			           0.00	USD	           0.00	EUR					           0.00	           0.00	           0.00
		0L	8800	S	364099	364099			           0.00	ZAR	           0.00	EUR					           0.00	           0.00	           0.00
	*				364099				           0.00	AED	           0.00	EUR					           0.00	           0.00	           0.00
									           0.00	CAD
									           0.00	CHF
									           0.00	GBP
									           0.00	USD
									           0.00	ZAR

	**								           0.00	AED	 950,755,407.88	EUR					           0.00	-22,612,989.98	-22,612,989.98
